All Transactions Activity Types

Account Activity for Joint JTWROS -2060 from 2024

Total:,4.547473508864641e-13

Activity/Trade Date,Transaction Date,Settlement Date,Activity Type,Description,Symbol,Cusip,Quantity #,Price $,Amount $,Commission,Category,Note
12/27/24,12/27/24,,Dividend,45.600000 PIMCO STOCKPLUS ABSOLUTE RET A REINVEST PRICE $ 12.38 As of 12/26/24,PTOAX,--,45.6,12.38,-564.53,0,--,--
12/27/24,12/27/24,,Dividend,PIMCO STOCKPLUS ABSOLUTE RET A RECORD 12/27/24 PAY 12/27/24 DIVIDEND 0.00000000,PTOAX,--,0,0,564.53,0,--,--
12/24/24,12/24/24,,Dividend,0.346000 VANGUARD 500 INDX ADMIRAL REINVEST PRICE $ 551.15 As of 12/23/24,VFIAX,--,0.346,551.15,-190.82,0,--,--
12/24/24,12/24/24,,Dividend,VANGUARD 500 INDX ADMIRAL RECORD 12/24/24 PAY 12/24/24 DIVIDEND 0.00000000,VFIAX,--,0,0,190.82,0,--,--
12/23/24,12/23/24,,Dividend,13.365000 VANGUARD HEALTH CARE INV REINVEST PRICE $ 182.07 As of 12/20/24,VGHCX,--,13.365,182.07,-2433.39,0,--,--
12/23/24,12/23/24,,Dividend,1.492000 VANGUARD HEALTH CARE INV REINVEST PRICE $ 182.07 As of 12/20/24,VGHCX,--,1.492,182.07,-271.63,0,--,--
12/23/24,12/23/24,,Dividend,0.719000 VANGUARD HEALTH CARE INV REINVEST PRICE $ 182.07 As of 12/20/24,VGHCX,--,0.719,182.07,-130.85,0,--,--
12/23/24,12/23/24,,ST Cap Gain Distribution,VANGUARD HEALTH CARE INV S/T CAPITAL GAIN RECORD 12/23/24 PAY 12/23/24,VGHCX,--,0,0,130.85,0,--,--
12/23/24,12/23/24,,Dividend,VANGUARD HEALTH CARE INV RECORD 12/23/24 PAY 12/23/24 DIVIDEND 0.00000000,VGHCX,--,0,0,271.63,0,--,--
12/23/24,12/23/24,,LT Cap Gain Distribution,VANGUARD HEALTH CARE INV L/T CAPITAL GAIN RECORD 12/23/24 PAY 12/23/24,VGHCX,--,0,0,2433.39,0,--,--
12/18/24,12/18/24,,Dividend,133.667000 SCHWAB HEALTH CARE FD REINVEST PRICE $ 23.74 As of 12/17/24,SWHFX,--,133.667,23.74,-3173.25,0,--,--
12/18/24,12/18/24,,Dividend,11.759000 SCHWAB HEALTH CARE FD REINVEST PRICE $ 23.74 As of 12/17/24,SWHFX,--,11.759,23.74,-279.16,0,--,--
12/18/24,12/18/24,,LT Cap Gain Distribution,SCHWAB HEALTH CARE FD L/T CAPITAL GAIN RECORD 12/18/24 PAY 12/18/24,SWHFX,--,0,0,3173.25,0,--,--
12/18/24,12/18/24,,Dividend,SCHWAB HEALTH CARE FD RECORD 12/18/24 PAY 12/18/24 DIVIDEND 0.00000000,SWHFX,--,0,0,279.16,0,--,--
