All Transactions Activity Types

Account Activity for Joint JTWROS -2060 from 2023

Total:,0.0

Activity/Trade Date,Transaction Date,Settlement Date,Activity Type,Description,Symbol,Cusip,Quantity #,Price $,Amount $,Commission,Category,Note
12/28/23,12/28/23,,Dividend,1.203000 VANGUARD HEALTH CARE INV REINVEST PRICE $ 208.98 As of 12/27/23,VGHCX,--,1.203,208.98,-251.45,0,--,--
12/28/23,12/28/23,,Dividend,4.487000 VANGUARD HEALTH CARE INV REINVEST PRICE $ 208.98 As of 12/27/23,VGHCX,--,4.487,208.98,-937.62,0,--,--
12/28/23,12/28/23,,Dividend,0.246000 VANGUARD HEALTH CARE INV REINVEST PRICE $ 208.98 As of 12/27/23,VGHCX,--,0.246,208.98,-51.47,0,--,--
12/28/23,12/28/23,,Dividend,VANGUARD HEALTH CARE INV L/T CAPITAL GAIN RECORD 12/28/23 PAY 12/28/23,VGHCX,--,0,0,937.62,0,--,--
12/28/23,12/28/23,,Dividend,VANGUARD HEALTH CARE INV S/T CAPITAL GAIN RECORD 12/28/23 PAY 12/28/23,VGHCX,--,0,0,51.47,0,--,--
12/28/23,12/28/23,,Dividend,VANGUARD HEALTH CARE INV RECORD 12/28/23 PAY 12/28/23 DIVIDEND 0.00000000,VGHCX,--,0,0,251.45,0,--,--
12/27/23,12/27/23,,Dividend,59.323000 PIMCO STOCKPLUS ABSOLUTE RET A REINVEST PRICE $ 10.69 As of 12/26/23,PTOAX,--,59.323,10.69,-634.16,0,--,--
12/27/23,12/27/23,,Dividend,PIMCO STOCKPLUS ABSOLUTE RET A RECORD 12/27/23 PAY 12/27/23 DIVIDEND 0.00000000,PTOAX,--,0,0,634.16,0,--,--
12/20/23,12/20/23,,Dividend,0.444000 VANGUARD 500 INDX ADMIRAL REINVEST PRICE $ 439.69 As of 12/19/23,VFIAX,--,0.444,439.69,-195.41,0,--,--
12/20/23,12/20/23,,Dividend,VANGUARD 500 INDX ADMIRAL RECORD 12/20/23 PAY 12/20/23 DIVIDEND 0.00000000,VFIAX,--,0,0,195.41,0,--,--
