All Transactions Activity Types

Account Activity for Joint JTWROS -3652 from 2023

Total:,2.2737367544323206e-13

Activity/Trade Date,Transaction Date,Settlement Date,Activity Type,Description,Symbol,Cusip,Quantity #,Price $,Amount $,Commission,Category,Note
12/28/23,12/28/23,,Dividend,GILEAD SCIENCE DIVIDEND REINVESTMENT,GILD,--,43.252,80.37543,-3476.4,0,--,--
12/28/23,12/28/23,,Dividend,GILEAD SCIENCE REC 12/28/23 PAY 12/28/23 RATE 0.00000000 QTY 0.00000000,GILD,--,0,0,3476.4,0,--,--
09/28/23,09/28/23,,Dividend,GILEAD SCIENCE DIVIDEND REINVESTMENT,GILD,--,45.493,75.66682,-3442.28,0,--,--
09/28/23,09/28/23,,Dividend,GILEAD SCIENCE REC 09/28/23 PAY 09/28/23 RATE 0.00000000 QTY 0.00000000,GILD,--,0,0,3442.28,0,--,--
06/29/23,06/29/23,,Dividend,GILEAD SCIENCES INC           REIN @  76.4034               REC 06/15/23 PAY 06/29/23,GILD,--,44.61605,0,-3408.82,0,--,--
06/29/23,06/29/23,,Dividend,GILEAD SCIENCES INC           CASH DIV  ON    3557 SHS      REC 06/15/23 PAY 06/29/23,GILD,--,0,0,2667.75,0,--,--
06/29/23,06/29/23,,Dividend,GILEAD SCIENCES INC           CASH DIV  ON                  988.09450 SHS                 REC 06/15/23 PAY 06/29/23,GILD,--,0,0,741.07,0,--,--
03/30/23,03/30/23,,Dividend,GILEAD SCIENCES INC           REIN @  81.4085               REC 03/15/23 PAY 03/30/23,GILD,--,41.49073,0,-3377.7,0,--,--
03/30/23,03/30/23,,Dividend,GILEAD SCIENCES INC           CASH DIV  ON    3557 SHS      REC 03/15/23 PAY 03/30/23,GILD,--,0,0,2667.75,0,--,--
03/30/23,03/30/23,,Dividend,GILEAD SCIENCES INC           CASH DIV  ON                  946.60377 SHS                 REC 03/15/23 PAY 03/30/23,GILD,--,0,0,709.95,0,--,--
