For Account:,#####3758


TransactionDate,TransactionType,SecurityType,Symbol,Quantity,Amount,Price,Commission,Description

12/31/25,Interest Income,MMF,MSBNK,-0.01,0.01,0,0,MORGAN STANLEY BANK N.A. (Period 12/01-12/31)
12/26/25,Sold,EQ,TIL,-80,903.2,11.2901,0,INSTIL BIO INC NEW UNSOLICITED TRADE
12/26/25,Sold,EQ,TIL,-100,1126.98,11.27,0,INSTIL BIO INC NEW UNSOLICITED TRADE
12/26/25,Sold,EQ,TIL,-291,3276.93,11.2611,0,INSTIL BIO INC NEW UNSOLICITED TRADE
12/26/25,Sold,EQ,TIL,-100,1127.99,11.2801,0,INSTIL BIO INC NEW UNSOLICITED TRADE
12/26/25,Sold,EQ,TIL,-10,113,11.3,0,INSTIL BIO INC NEW UNSOLICITED TRADE
12/26/25,Sold,EQ,TIL,-643,7240.13,11.2601,0,INSTIL BIO INC NEW UNSOLICITED TRADE
12/26/25,Sold,EQ,TIL,-300,3380.98,11.2701,0,INSTIL BIO INC NEW UNSOLICITED TRADE
12/26/25,Sold,EQ,TIL,-100,1127.48,11.275,0,INSTIL BIO INC NEW UNSOLICITED TRADE
11/28/25,Interest Income,MMF,MSBNK,-0.01,0.01,0,0,MORGAN STANLEY BANK N.A. (Period 11/01-11/30)
06/30/25,Interest Income,MMF,MSBNK,-0.09,0.09,0,0,MORGAN STANLEY BANK N.A. (Period 06/01-06/30)
06/02/25,Bought,EQ,XYZ,931,-57477.71,61.7376,0,BLOCK INC CL A UNSOLICITED TRADE
06/02/25,Bought,EQ,RBLX,620,-55774.39,89.9587,0,ROBLOX CORP CL A UNSOLICITED TRADE
06/02/25,Bought,EQ,APP,140,-55728.23,398.0588,0,APPLOVIN CORP UNSOLICITED TRADE
05/30/25,Interest Income,MMF,MSBNK,-0.79,0.79,0,0,MORGAN STANLEY BANK N.A. (Period 05/01-05/31)
05/14/25,Sold,EQ,URGN,-5200,52649.14,10.125,0,UROGEN PHARMA LTD. UNSOLICITED TRADE
05/14/25,Sold,EQ,DVAX,-6000,55919,9.32,0,DYNAVAX TECHNOLOGIES CORP UNSOLICITED TRADE
05/14/25,Sold,EQ,EA,-0.844,124.49,147.5,0,ELECTRONIC ARTS INC UNSOLICITED TRADE
05/14/25,Sold,EQ,URGN,-800,8079.87,10.1,0,UROGEN PHARMA LTD. UNSOLICITED TRADE
05/14/25,Sold,EQ,EA,-354,52214.94,147.5,0,ELECTRONIC ARTS INC UNSOLICITED TRADE
03/19/25,Dividend,EQ,EA,0.472,-67.33,142.69019,0,ELECTRONIC ARTS INC DIVIDEND REINVESTMENT
03/19/25,Qualified Dividend,EQ,EA,0,67.33,0,0,ELECTRONIC ARTS INC REC 03/19/25 PAY 03/19/25 RATE 0.00000000 QTY 0.00000000



