For Account:,#####2060


TransactionDate,TransactionType,SecurityType,Symbol,Quantity,Amount,Price,Commission,Description

12/27/24,Dividend,MF,PTOAX,45.6,-564.53,12.38,0,45.600000 PIMCO STOCKPLUS ABSOLUTE RET A REINVEST PRICE $ 12.38 As of 12/26/24
12/27/24,Dividend,MF,PTOAX,0,564.53,0,0,PIMCO STOCKPLUS ABSOLUTE RET A RECORD 12/27/24 PAY 12/27/24 DIVIDEND 0.00000000
12/24/24,Dividend,MF,VFIAX,0.346,-190.82,551.15,0,0.346000 VANGUARD 500 INDX ADMIRAL REINVEST PRICE $ 551.15 As of 12/23/24
12/24/24,Dividend,MF,VFIAX,0,190.82,0,0,VANGUARD 500 INDX ADMIRAL RECORD 12/24/24 PAY 12/24/24 DIVIDEND 0.00000000
12/23/24,Dividend,MF,VGHCX,13.365,-2433.39,182.07,0,13.365000 VANGUARD HEALTH CARE INV REINVEST PRICE $ 182.07 As of 12/20/24
12/23/24,Dividend,MF,VGHCX,1.492,-271.63,182.07,0,1.492000 VANGUARD HEALTH CARE INV REINVEST PRICE $ 182.07 As of 12/20/24
12/23/24,Dividend,MF,VGHCX,0.719,-130.85,182.07,0,0.719000 VANGUARD HEALTH CARE INV REINVEST PRICE $ 182.07 As of 12/20/24
12/23/24,ST Cap Gain Distribution,MF,VGHCX,0,130.85,0,0,VANGUARD HEALTH CARE INV S/T CAPITAL GAIN RECORD 12/23/24 PAY 12/23/24
12/23/24,Dividend,MF,VGHCX,0,271.63,0,0,VANGUARD HEALTH CARE INV RECORD 12/23/24 PAY 12/23/24 DIVIDEND 0.00000000
12/23/24,LT Cap Gain Distribution,MF,VGHCX,0,2433.39,0,0,VANGUARD HEALTH CARE INV L/T CAPITAL GAIN RECORD 12/23/24 PAY 12/23/24
12/18/24,Dividend,MF,SWHFX,133.667,-3173.25,23.74,0,133.667000 SCHWAB HEALTH CARE FD REINVEST PRICE $ 23.74 As of 12/17/24
12/18/24,Dividend,MF,SWHFX,11.759,-279.16,23.74,0,11.759000 SCHWAB HEALTH CARE FD REINVEST PRICE $ 23.74 As of 12/17/24
12/18/24,LT Cap Gain Distribution,MF,SWHFX,0,3173.25,0,0,SCHWAB HEALTH CARE FD L/T CAPITAL GAIN RECORD 12/18/24 PAY 12/18/24
12/18/24,Dividend,MF,SWHFX,0,279.16,0,0,SCHWAB HEALTH CARE FD RECORD 12/18/24 PAY 12/18/24 DIVIDEND 0.00000000
12/17/24,Dividend,MF,PRDSX,1.573,-71.87,45.69,0,1.573000 T ROWE INT US SMCP GRW EQ INV REINVEST PRICE $ 45.69 As of 12/16/24
12/17/24,Dividend,MF,PRDSX,50.705,-2316.71,45.69,0,50.705000 T ROWE INT US SMCP GRW EQ INV REINVEST PRICE $ 45.69 As of 12/16/24
12/17/24,Dividend,MF,PRDSX,4.946,-225.97,45.69,0,4.946000 T ROWE INT US SMCP GRW EQ INV REINVEST PRICE $ 45.69 As of 12/16/24
12/17/24,LT Cap Gain Distribution,MF,PRDSX,0,2316.71,0,0,T ROWE INT US SMCP GRW EQ INV L/T CAPITAL GAIN RECORD 12/17/24 PAY 12/17/24
12/17/24,ST Cap Gain Distribution,MF,PRDSX,0,225.97,0,0,T ROWE INT US SMCP GRW EQ INV S/T CAPITAL GAIN RECORD 12/17/24 PAY 12/17/24
12/17/24,Dividend,MF,PRDSX,0,71.87,0,0,T ROWE INT US SMCP GRW EQ INV RECORD 12/17/24 PAY 12/17/24 DIVIDEND 0.00000000
12/16/24,Dividend,MF,SNXFX,5.51,-715.24,129.8,0,5.510000 SCHWAB 1000 INDEX REINVEST PRICE $ 129.8 As of 12/13/24
12/16/24,Dividend,MF,SNXFX,0,715.24,0,0,SCHWAB 1000 INDEX RECORD 12/16/24 PAY 12/16/24 DIVIDEND 0.00000000
12/05/24,Dividend,MF,PTOAX,227.838,-2882.15,12.65,0,227.838000 PIMCO STOCKPLUS ABSOLUTE RET A REINVEST PRICE $ 12.65 As of 12/04/24
12/05/24,LT Cap Gain Distribution,MF,PTOAX,0,2882.15,0,0,PIMCO STOCKPLUS ABSOLUTE RET A L/T CAPITAL GAIN RECORD 12/05/24 PAY 12/05/24
09/30/24,Dividend,MF,VFIAX,0.339,-179.21,529.42,0,0.339000 VANGUARD 500 INDX ADMIRAL REINVEST PRICE $ 529.42 As of 09/27/24
09/30/24,Dividend,MF,VFIAX,0,179.21,0,0,VANGUARD 500 INDX ADMIRAL RECORD 09/30/24 PAY 09/30/24 DIVIDEND 0.00000000
09/13/24,Dividend,MF,PTOAX,66.034,-804.95,12.19,0,66.034000 PIMCO STOCKPLUS ABSOLUTE RET A REINVEST PRICE $ 12.19 As of 09/12/24
09/13/24,Dividend,MF,PTOAX,0,804.95,0,0,PIMCO STOCKPLUS ABSOLUTE RET A RECORD 09/13/24 PAY 09/13/24 DIVIDEND 0.00000000
07/01/24,Dividend,MF,VFIAX,0.386,-194.46,503.76,0,0.386000 VANGUARD 500 INDX ADMIRAL REINVEST PRICE $ 503.76 As of 06/28/24
07/01/24,Dividend,MF,VFIAX,0,194.46,0,0,VANGUARD 500 INDX ADMIRAL RECORD 07/01/24 PAY 07/01/24 DIVIDEND 0.00000000
06/14/24,Dividend,MF,PTOAX,60.477,-723.3,11.96,0,60.477000 PIMCO STOCKPLUS ABSOLUTE RET A REINVEST PRICE $ 11.96 As of 06/13/24
06/14/24,Dividend,MF,PTOAX,0,723.3,0,0,PIMCO STOCKPLUS ABSOLUTE RET A RECORD 06/14/24 PAY 06/14/24 DIVIDEND 0.00000000
03/28/24,Dividend,MF,VGHCX,0.087,-18.59,214.06,0,0.087000 VANGUARD HEALTH CARE INV REINVEST PRICE $ 214.06 As of 03/27/24
03/28/24,Dividend,MF,VGHCX,3.599,-770.36,214.06,0,3.599000 VANGUARD HEALTH CARE INV REINVEST PRICE $ 214.06 As of 03/27/24
03/28/24,Dividend,MF,VGHCX,0.809,-173.2,214.06,0,0.809000 VANGUARD HEALTH CARE INV REINVEST PRICE $ 214.06 As of 03/27/24
03/28/24,Dividend,MF,VGHCX,0,173.2,0,0,VANGUARD HEALTH CARE INV S/T CAPITAL GAIN RECORD 03/29/24 PAY 03/29/24
03/28/24,Dividend,MF,VGHCX,0,18.59,0,0,VANGUARD HEALTH CARE INV RECORD 03/29/24 PAY 03/29/24 DIVIDEND 0.00000000
03/28/24,Dividend,MF,VGHCX,0,770.36,0,0,VANGUARD HEALTH CARE INV L/T CAPITAL GAIN RECORD 03/29/24 PAY 03/29/24
03/25/24,Dividend,MF,VFIAX,0.347,-167.64,482.9,0,0.347000 VANGUARD 500 INDX ADMIRAL REINVEST PRICE $ 482.9 As of 03/22/24
03/25/24,Dividend,MF,VFIAX,0,167.64,0,0,VANGUARD 500 INDX ADMIRAL RECORD 03/25/24 PAY 03/25/24 DIVIDEND 0.00000000
03/15/24,Dividend,MF,PTOAX,52.838,-605,11.45,0,52.838000 PIMCO STOCKPLUS ABSOLUTE RET A REINVEST PRICE $ 11.45 As of 03/14/24
