For Account:,#####3652


TransactionDate,TransactionType,SecurityType,Symbol,Quantity,Amount,Price,Commission,Description

12/30/25,Dividend,EQ,GILD,31.518,-3926.73,124.58692,0,GILEAD SCIENCE DIVIDEND REINVESTMENT
12/30/25,Qualified Dividend,EQ,GILD,0,3926.74,0,0,GILEAD SCIENCE REC 12/30/25 PAY 12/30/25 RATE 0.00000000 QTY 0.00000000
09/29/25,Dividend,EQ,GILD,35.04,-3899.06,111.27589,0,GILEAD SCIENCE DIVIDEND REINVESTMENT
09/29/25,Qualified Dividend,EQ,GILD,0,3899.06,0,0,GILEAD SCIENCE REC 09/29/25 PAY 09/29/25 RATE 0.00000000 QTY 0.00000000
06/27/25,Dividend,EQ,GILD,36.186,-3870.47,106.96068,0,GILEAD SCIENCE DIVIDEND REINVESTMENT
06/27/25,Qualified Dividend,EQ,GILD,0,3870.47,0,0,GILEAD SCIENCE REC 06/27/25 PAY 06/27/25 RATE 0.00000000 QTY 0.00000000
03/28/25,Dividend,EQ,GILD,34.682,-3843.07,110.80955,0,GILEAD SCIENCE DIVIDEND REINVESTMENT
03/28/25,Qualified Dividend,EQ,GILD,0,3843.07,0,0,GILEAD SCIENCE REC 03/28/25 PAY 03/28/25 RATE 0.00000000 QTY 0.00000000



