For Account:,#####3652


TransactionDate,TransactionType,SecurityType,Symbol,Quantity,Amount,Price,Commission,Description

12/30/24,Dividend,EQ,GILD,39.518,-3715.35,94.01743,0,GILEAD SCIENCE DIVIDEND REINVESTMENT
12/30/24,Qualified Dividend,EQ,GILD,0,3715.35,0,0,GILEAD SCIENCE REC 12/30/24 PAY 12/30/24 RATE 0.00000000 QTY 0.00000000
09/27/24,Dividend,EQ,GILD,44.553,-3681.04,82.62296,0,GILEAD SCIENCE DIVIDEND REINVESTMENT
09/27/24,Qualified Dividend,EQ,GILD,0,3681.04,0,0,GILEAD SCIENCE REC 09/27/24 PAY 09/27/24 RATE 0.00000000 QTY 0.00000000
06/27/24,Dividend,EQ,GILD,52.556,-3640.57,69.27097,0,GILEAD SCIENCE DIVIDEND REINVESTMENT
06/27/24,Dividend,EQ,GILD,0,3640.57,0,0,GILEAD SCIENCE REC 06/27/24 PAY 06/27/24 RATE 0.00000000 QTY 0.00000000
03/28/24,Dividend,EQ,GILD,49.563,-3602.41,72.6834,0,GILEAD SCIENCE DIVIDEND REINVESTMENT
03/28/24,Dividend,EQ,GILD,0,3602.41,0,0,GILEAD SCIENCE REC 03/29/24 PAY 03/29/24 RATE 0.00000000 QTY 0.00000000



