For Account:,#####3652


TransactionDate,TransactionType,SecurityType,Symbol,Quantity,Amount,Price,Commission,Description

12/28/23,Dividend,EQ,GILD,43.252,-3476.4,80.37543,0,GILEAD SCIENCE DIVIDEND REINVESTMENT
12/28/23,Dividend,EQ,GILD,0,3476.4,0,0,GILEAD SCIENCE REC 12/28/23 PAY 12/28/23 RATE 0.00000000 QTY 0.00000000
09/28/23,Dividend,EQ,GILD,45.493,-3442.28,75.66682,0,GILEAD SCIENCE DIVIDEND REINVESTMENT
09/28/23,Dividend,EQ,GILD,0,3442.28,0,0,GILEAD SCIENCE REC 09/28/23 PAY 09/28/23 RATE 0.00000000 QTY 0.00000000
06/29/23,Dividend,EQ,GILD,44.61605,-3408.82,0,0,GILEAD SCIENCES INC           REIN @  76.4034               REC 06/15/23 PAY 06/29/23
06/29/23,Dividend,EQ,GILD,0,2667.75,0,0,GILEAD SCIENCES INC           CASH DIV  ON    3557 SHS      REC 06/15/23 PAY 06/29/23
06/29/23,Dividend,EQ,GILD,0,741.07,0,0,GILEAD SCIENCES INC           CASH DIV  ON                  988.09450 SHS                 REC 06/15/23 PAY 06/29/23
03/30/23,Dividend,EQ,GILD,41.49073,-3377.7,0,0,GILEAD SCIENCES INC           REIN @  81.4085               REC 03/15/23 PAY 03/30/23
03/30/23,Dividend,EQ,GILD,0,2667.75,0,0,GILEAD SCIENCES INC           CASH DIV  ON    3557 SHS      REC 03/15/23 PAY 03/30/23
03/30/23,Dividend,EQ,GILD,0,709.95,0,0,GILEAD SCIENCES INC           CASH DIV  ON                  946.60377 SHS                 REC 03/15/23 PAY 03/30/23



